filename,baseline_psnr,depth_psnr,diff
0258_0.8_0.2.jpg,16.325039,18.842949,2.51791
0259_0.9_0.08.jpg,23.84432,22.108067,-1.7362537
0260_0.9_0.2.jpg,19.111296,23.04653,3.935234
0261_0.85_0.08.jpg,23.167994,22.837534,-0.3304596
0262_0.95_0.12.jpg,20.93118,22.388271,1.4570923
0263_0.95_0.08.jpg,23.417978,19.398396,-4.0195827
0264_0.95_0.2.jpg,20.170853,24.878109,4.7072563
0266_0.8_0.12.jpg,23.483534,22.26423,-1.2193031
0267_0.9_0.16.jpg,21.215239,24.63052,3.4152813
0268_0.9_0.16.jpg,18.467047,19.453655,0.9866085
0269_0.95_0.2.jpg,21.60448,26.11462,4.5101395
0270_0.85_0.16.jpg,18.160887,21.599653,3.4387665
0271_0.85_0.12.jpg,21.185272,24.169846,2.9845734
0272_0.85_0.08.jpg,22.47202,19.597519,-2.8745003
0273_0.85_0.2.jpg,23.290203,22.915695,-0.3745079
0274_0.95_0.12.jpg,24.03392,24.754488,0.7205677
0275_1_0.16.jpg,14.784464,18.616959,3.8324947
0276_1_0.12.jpg,20.521816,23.55331,3.0314941
0277_1_0.08.jpg,23.860752,23.36023,-0.5005226
0279_0.8_0.12.jpg,20.923176,20.299776,-0.62339973
0280_0.9_0.16.jpg,21.931187,24.280901,2.3497143
0281_0.9_0.12.jpg,23.508627,25.676468,2.167841
0282_0.85_0.16.jpg,22.61179,23.651457,1.0396671
0283_0.85_0.12.jpg,22.836048,22.254488,-0.58156013
0284_0.8_0.16.jpg,18.768333,17.079786,-1.6885471
